,date,areaName,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
511,2020-08-05,England,E92000001,804,265023,3.0,36733.0
512,2020-08-04,England,E92000001,617,264219,10.0,36730.0
513,2020-08-03,England,E92000001,856,263602,14.0,36720.0
514,2020-08-02,England,E92000001,676,262746,8.0,36706.0
515,2020-08-01,England,E92000001,722,262070,9.0,36698.0
516,2020-07-31,England,E92000001,814,261348,10.0,36689.0
517,2020-07-30,England,E92000001,812,260534,8.0,36679.0
518,2020-07-29,England,E92000001,700,259722,8.0,36671.0
519,2020-07-28,England,E92000001,547,259022,10.0,36663.0
520,2020-07-27,England,E92000001,616,258475,10.0,36653.0
521,2020-07-26,England,E92000001,721,257859,14.0,36643.0
522,2020-07-25,England,E92000001,710,257138,13.0,36629.0
523,2020-07-24,England,E92000001,688,256428,6.0,36616.0
524,2020-07-23,England,E92000001,702,255740,16.0,36610.0
525,2020-07-22,England,E92000001,519,255038,16.0,36594.0
526,2020-07-21,England,E92000001,399,254519,19.0,36578.0
527,2020-07-20,England,E92000001,535,254120,12.0,36559.0
528,2020-07-19,England,E92000001,672,253585,14.0,36547.0
529,2020-07-18,England,E92000001,796,252913,14.0,36533.0
530,2020-07-17,England,E92000001,635,252117,18.0,36519.0
531,2020-07-16,England,E92000001,597,251482,12.0,36501.0
532,2020-07-15,England,E92000001,506,250885,20.0,36489.0
533,2020-07-14,England,E92000001,372,250379,20.0,36469.0
534,2020-07-13,England,E92000001,497,250007,22.0,36449.0
535,2020-07-12,England,E92000001,615,249510,12.0,36427.0
536,2020-07-11,England,E92000001,806,248895,20.0,36415.0
537,2020-07-10,England,E92000001,480,248089,21.0,36395.0
538,2020-07-09,England,E92000001,617,247609,35.0,36374.0
539,2020-07-08,England,E92000001,606,246992,23.0,36339.0
540,2020-07-07,England,E92000001,572,246386,26.0,36316.0
541,2020-07-06,England,E92000001,331,245814,33.0,36290.0
542,2020-07-05,England,E92000001,492,245483,24.0,36257.0
543,2020-07-04,England,E92000001,579,244991,31.0,36233.0
544,2020-07-03,England,E92000001,502,244412,26.0,36202.0
545,2020-07-02,England,E92000001,523,243910,40.0,36176.0
546,2020-07-01,England,E92000001,177,160764,22.0,36136.0
547,2020-06-30,England,E92000001,196,160587,43.0,36114.0
548,2020-06-29,England,E92000001,99,160391,34.0,36071.0
549,2020-06-28,England,E92000001,142,160292,42.0,36037.0
550,2020-06-27,England,E92000001,192,160150,39.0,35995.0
551,2020-06-26,England,E92000001,175,159958,37.0,35956.0
552,2020-06-25,England,E92000001,261,159696,58.0,35919.0
553,2020-06-24,England,E92000001,107,159435,67.0,35861.0
554,2020-06-23,England,E92000001,210,159328,61.0,35794.0
555,2020-06-22,England,E92000001,178,159118,58.0,35733.0
556,2020-06-21,England,E92000001,215,158940,47.0,35675.0
557,2020-06-20,England,E92000001,324,158725,54.0,35628.0
558,2020-06-19,England,E92000001,323,158401,47.0,35574.0
559,2020-06-18,England,E92000001,281,158078,57.0,35527.0
560,2020-06-17,England,E92000001,252,157797,54.0,35470.0
561,2020-06-16,England,E92000001,252,157545,69.0,35416.0
562,2020-06-15,England,E92000001,219,157293,61.0,35347.0
563,2020-06-14,England,E92000001,292,157074,76.0,35286.0
564,2020-06-13,England,E92000001,372,156782,52.0,35210.0
565,2020-06-12,England,E92000001,392,156410,73.0,35158.0
566,2020-06-11,England,E92000001,304,156018,71.0,35085.0
567,2020-06-10,England,E92000001,63,155714,97.0,35014.0
568,2020-06-09,England,E92000001,651,155651,85.0,34917.0
569,2020-06-08,England,E92000001,92,155000,112.0,34832.0
570,2020-06-07,England,E92000001,228,154908,113.0,34720.0
571,2020-06-06,England,E92000001,422,154680,98.0,34607.0
572,2020-06-05,England,E92000001,451,154258,109.0,34509.0
573,2020-06-04,England,E92000001,431,153807,121.0,34400.0
574,2020-06-03,England,E92000001,462,153376,138.0,34279.0
575,2020-06-02,England,E92000001,444,152914,155.0,34141.0
576,2020-06-01,England,E92000001,294,152470,121.0,33986.0
577,2020-05-31,England,E92000001,320,152176,113.0,33865.0
578,2020-05-30,England,E92000001,715,151856,145.0,33752.0
579,2020-05-29,England,E92000001,560,151982,163.0,33607.0
580,2020-05-28,England,E92000001,519,151422,182.0,33444.0
581,2020-05-27,England,E92000001,609,150903,171.0,33262.0
582,2020-05-26,England,E92000001,492,150294,189.0,33091.0
583,2020-05-25,England,E92000001,494,149802,175.0,32902.0
584,2020-05-24,England,E92000001,584,149308,169.0,32727.0
585,2020-05-23,England,E92000001,979,148724,200.0,32558.0
586,2020-05-22,England,E92000001,1083,147745,195.0,32358.0
587,2020-05-21,England,E92000001,854,146662,201.0,32163.0
588,2020-05-20,England,E92000001,824,145808,234.0,31962.0
589,2020-05-19,England,E92000001,857,145376,231.0,31728.0
590,2020-05-18,England,E92000001,816,144519,253.0,31497.0
591,2020-05-17,England,E92000001,788,143703,223.0,31244.0
592,2020-05-16,England,E92000001,1136,142915,268.0,31021.0
593,2020-05-15,England,E92000001,1112,141779,269.0,30753.0
594,2020-05-14,England,E92000001,1189,140667,277.0,30484.0
595,2020-05-13,England,E92000001,1146,139478,256.0,30207.0
596,2020-05-12,England,E92000001,1067,138332,275.0,29951.0
597,2020-05-11,England,E92000001,891,137265,260.0,29676.0
598,2020-05-10,England,E92000001,1007,136374,300.0,29416.0
599,2020-05-09,England,E92000001,1349,135367,330.0,29116.0
600,2020-05-08,England,E92000001,1694,134018,330.0,28786.0
601,2020-05-07,England,E92000001,2133,132324,399.0,28456.0
602,2020-05-06,England,E92000001,1611,130191,390.0,28057.0
603,2020-05-05,England,E92000001,1842,128580,392.0,27667.0
604,2020-05-04,England,E92000001,1485,126738,412.0,27275.0
605,2020-05-03,England,E92000001,2019,125253,388.0,26863.0
606,2020-05-02,England,E92000001,2228,123234,424.0,26475.0
607,2020-05-01,England,E92000001,2501,121006,479.0,26051.0
608,2020-04-30,England,E92000001,2484,118343,484.0,25572.0
609,2020-04-29,England,E92000001,1403,115859,494.0,25088.0
610,2020-04-28,England,E92000001,1989,114456,499.0,24594.0
611,2020-04-27,England,E92000001,2264,112467,505.0,24095.0
612,2020-04-26,England,E92000001,2152,110203,560.0,23590.0
613,2020-04-25,England,E92000001,2826,108051,555.0,23030.0
614,2020-04-24,England,E92000001,3004,105225,603.0,22475.0
615,2020-04-23,England,E92000001,3084,102221,595.0,21872.0
616,2020-04-22,England,E92000001,3020,99137,643.0,21277.0
617,2020-04-21,England,E92000001,3087,96117,651.0,20634.0
618,2020-04-20,England,E92000001,2401,93030,685.0,19983.0
619,2020-04-19,England,E92000001,3607,90629,687.0,19298.0
620,2020-04-18,England,E92000001,3548,87022,706.0,18611.0
621,2020-04-17,England,E92000001,3985,83474,742.0,17905.0
622,2020-04-16,England,E92000001,3118,79489,755.0,17163.0
623,2020-04-15,England,E92000001,3188,76371,782.0,16408.0
624,2020-04-14,England,E92000001,3854,73183,768.0,15626.0
625,2020-04-13,England,E92000001,2999,69329,805.0,14858.0
626,2020-04-12,England,E92000001,3672,66330,857.0,14053.0
627,2020-04-11,England,E92000001,3841,62658,864.0,13196.0
628,2020-04-10,England,E92000001,4263,58817,850.0,12332.0
629,2020-04-09,England,E92000001,3798,54554,874.0,11482.0
630,2020-04-08,England,E92000001,4788,50756,976.0,10608.0
631,2020-04-07,England,E92000001,2978,45968,910.0,9632.0
632,2020-04-06,England,E92000001,3176,42990,806.0,8722.0
633,2020-04-05,England,E92000001,5107,39814,829.0,7916.0
634,2020-04-04,England,E92000001,2910,34707,838.0,7087.0
635,2020-04-03,England,E92000001,3576,31797,743.0,6249.0
636,2020-04-02,England,E92000001,3583,28221,732.0,5506.0
637,2020-04-01,England,E92000001,3630,24638,698.0,4774.0
638,2020-03-31,England,E92000001,2414,21008,603.0,4076.0
639,2020-03-30,England,E92000001,2107,18594,541.0,3473.0
640,2020-03-29,England,E92000001,2060,16487,464.0,2932.0
641,2020-03-28,England,E92000001,2139,14427,384.0,2468.0
642,2020-03-27,England,E92000001,2506,12288,374.0,2084.0
643,2020-03-26,England,E92000001,1809,9782,337.0,1710.0
644,2020-03-25,England,E92000001,1130,7973,278.0,1373.0
645,2020-03-24,England,E92000001,1258,6843,219.0,1095.0
646,2020-03-23,England,E92000001,793,5585,173.0,876.0
647,2020-03-22,England,E92000001,535,4792,153.0,703.0
648,2020-03-21,England,E92000001,873,4257,116.0,550.0
649,2020-03-20,England,E92000001,628,3384,102.0,434.0
650,2020-03-19,England,E92000001,574,2756,67.0,332.0
651,2020-03-18,England,E92000001,625,2182,67.0,265.0
652,2020-03-17,England,E92000001,361,1557,50.0,198.0
653,2020-03-16,England,E92000001,97,1196,43.0,148.0
654,2020-03-15,England,E92000001,253,1099,32.0,105.0
655,2020-03-14,England,E92000001,201,846,20.0,73.0
656,2020-03-13,England,E92000001,159,645,16.0,53.0
657,2020-03-12,England,E92000001,99,486,12.0,37.0
658,2020-03-11,England,E92000001,63,387,8.0,25.0
659,2020-03-10,England,E92000001,46,324,3.0,17.0
660,2020-03-09,England,E92000001,40,282,5.0,14.0
661,2020-03-08,England,E92000001,58,241,3.0,9.0
662,2020-03-07,England,E92000001,39,183,0.0,6.0
663,2020-03-06,England,E92000001,39,144,0.0,6.0
664,2020-03-05,England,E92000001,25,105,3.0,6.0
665,2020-03-04,England,E92000001,32,80,0.0,3.0
666,2020-03-03,England,E92000001,11,48,2.0,3.0
667,2020-03-02,England,E92000001,4,37,1.0,1.0
668,2020-03-01,England,E92000001,12,33,,
669,2020-02-29,England,E92000001,3,21,,
670,2020-02-28,England,E92000001,5,18,,
671,2020-02-27,England,E92000001,0,13,,
672,2020-02-26,England,E92000001,0,13,,
673,2020-02-25,England,E92000001,0,13,,
674,2020-02-24,England,E92000001,4,13,,
675,2020-02-23,England,E92000001,0,9,,
676,2020-02-22,England,E92000001,0,9,,
677,2020-02-21,England,E92000001,0,9,,
678,2020-02-20,England,E92000001,0,9,,
679,2020-02-19,England,E92000001,0,9,,
680,2020-02-18,England,E92000001,0,9,,
681,2020-02-17,England,E92000001,0,9,,
682,2020-02-16,England,E92000001,0,9,,
683,2020-02-15,England,E92000001,0,9,,
684,2020-02-14,England,E92000001,0,9,,
685,2020-02-13,England,E92000001,1,9,,
686,2020-02-12,England,E92000001,0,8,,
687,2020-02-11,England,E92000001,0,8,,
688,2020-02-10,England,E92000001,4,8,,
689,2020-02-09,England,E92000001,1,4,,
690,2020-02-08,England,E92000001,0,3,,
691,2020-02-07,England,E92000001,0,3,,
692,2020-02-06,England,E92000001,1,3,,
693,2020-02-05,England,E92000001,0,2,,
694,2020-02-04,England,E92000001,0,2,,
695,2020-02-03,England,E92000001,0,2,,
696,2020-02-02,England,E92000001,0,2,,
697,2020-02-01,England,E92000001,0,2,,
698,2020-01-31,England,E92000001,2,2,,
699,2021-12-29,Northern Ireland,N92000002,22972,390153,,
700,2021-12-28,Northern Ireland,N92000002,0,367181,3.0,2974.0
701,2021-12-27,Northern Ireland,N92000002,0,367181,3.0,2971.0
702,2021-12-26,Northern Ireland,N92000002,0,367181,2.0,2968.0
703,2021-12-25,Northern Ireland,N92000002,0,367181,4.0,2966.0
704,2021-12-24,Northern Ireland,N92000002,3286,367181,0.0,2962.0
705,2021-12-23,Northern Ireland,N92000002,3227,363895,3.0,2962.0
706,2021-12-22,Northern Ireland,N92000002,3231,360668,1.0,2959.0
707,2021-12-21,Northern Ireland,N92000002,2096,357437,2.0,2958.0
708,2021-12-20,Northern Ireland,N92000002,2148,355341,4.0,2956.0
709,2021-12-19,Northern Ireland,N92000002,1798,353193,1.0,2952.0
710,2021-12-18,Northern Ireland,N92000002,2075,351395,2.0,2951.0
711,2021-12-17,Northern Ireland,N92000002,1887,349320,5.0,2949.0
712,2021-12-16,Northern Ireland,N92000002,2237,347433,3.0,2944.0
713,2021-12-15,Northern Ireland,N92000002,2156,345196,6.0,2941.0
714,2021-12-14,Northern Ireland,N92000002,1581,343040,5.0,2935.0
715,2021-12-13,Northern Ireland,N92000002,1431,341459,3.0,2930.0
716,2021-12-12,Northern Ireland,N92000002,1548,340028,3.0,2927.0
717,2021-12-11,Northern Ireland,N92000002,1446,338480,3.0,2924.0
718,2021-12-10,Northern Ireland,N92000002,1806,337034,2.0,2921.0
719,2021-12-09,Northern Ireland,N92000002,1819,335228,4.0,2919.0
720,2021-12-08,Northern Ireland,N92000002,1933,333409,3.0,2915.0
721,2021-12-07,Northern Ireland,N92000002,1658,331476,5.0,2912.0
722,2021-12-06,Northern Ireland,N92000002,1635,329818,5.0,2907.0
723,2021-12-05,Northern Ireland,N92000002,1422,328183,2.0,2902.0
724,2021-12-04,Northern Ireland,N92000002,1642,326761,7.0,2900.0
725,2021-12-03,Northern Ireland,N92000002,1908,325119,6.0,2893.0
726,2021-12-02,Northern Ireland,N92000002,2272,323211,4.0,2887.0
727,2021-12-01,Northern Ireland,N92000002,1992,320939,2.0,2883.0
728,2021-11-30,Northern Ireland,N92000002,1585,318947,2.0,2881.0
729,2021-11-29,Northern Ireland,N92000002,1464,317362,2.0,2879.0
730,2021-11-28,Northern Ireland,N92000002,1405,315898,5.0,2877.0
731,2021-11-27,Northern Ireland,N92000002,1482,314493,3.0,2872.0
732,2021-11-26,Northern Ireland,N92000002,2004,313011,3.0,2869.0
733,2021-11-25,Northern Ireland,N92000002,1549,311007,9.0,2866.0
734,2021-11-24,Northern Ireland,N92000002,1931,309458,4.0,2857.0
735,2021-11-23,Northern Ireland,N92000002,1476,307527,7.0,2853.0
736,2021-11-22,Northern Ireland,N92000002,1469,306051,4.0,2846.0
737,2021-11-21,Northern Ireland,N92000002,1406,304582,3.0,2842.0
738,2021-11-20,Northern Ireland,N92000002,1846,303176,9.0,2839.0
739,2021-11-19,Northern Ireland,N92000002,1690,301330,2.0,2830.0
740,2021-11-18,Northern Ireland,N92000002,1681,299640,9.0,2828.0
741,2021-11-17,Northern Ireland,N92000002,1848,297959,5.0,2819.0
742,2021-11-16,Northern Ireland,N92000002,1698,296111,12.0,2814.0
743,2021-11-15,Northern Ireland,N92000002,1457,294413,6.0,2802.0
744,2021-11-14,Northern Ireland,N92000002,1377,292956,3.0,2796.0
745,2021-11-13,Northern Ireland,N92000002,1806,291579,4.0,2793.0
746,2021-11-12,Northern Ireland,N92000002,1087,289773,4.0,2789.0
747,2021-11-11,Northern Ireland,N92000002,1462,288686,5.0,2785.0
748,2021-11-10,Northern Ireland,N92000002,1765,287224,6.0,2780.0
749,2021-11-09,Northern Ireland,N92000002,1228,285459,8.0,2774.0
750,2021-11-08,Northern Ireland,N92000002,1028,284231,7.0,2766.0
751,2021-11-07,Northern Ireland,N92000002,1035,283203,7.0,2759.0
752,2021-11-06,Northern Ireland,N92000002,1194,282168,6.0,2752.0
753,2021-11-05,Northern Ireland,N92000002,1164,280974,4.0,2746.0
754,2021-11-04,Northern Ireland,N92000002,1481,279810,6.0,2742.0
755,2021-11-03,Northern Ireland,N92000002,995,278329,12.0,2736.0
756,2021-11-02,Northern Ireland,N92000002,1114,277334,8.0,2724.0
757,2021-11-01,Northern Ireland,N92000002,948,276220,4.0,2716.0
758,2021-10-31,Northern Ireland,N92000002,1001,275272,6.0,2712.0
759,2021-10-30,Northern Ireland,N92000002,1207,274271,8.0,2706.0
760,2021-10-29,Northern Ireland,N92000002,1321,273064,10.0,2698.0
761,2021-10-28,Northern Ireland,N92000002,1122,271743,6.0,2688.0
762,2021-10-27,Northern Ireland,N92000002,1291,270621,7.0,2682.0
763,2021-10-26,Northern Ireland,N92000002,1124,269330,4.0,2675.0
764,2021-10-25,Northern Ireland,N92000002,1019,268206,5.0,2671.0
765,2021-10-24,Northern Ireland,N92000002,1061,267187,3.0,2666.0
766,2021-10-23,Northern Ireland,N92000002,1323,266126,6.0,2663.0
767,2021-10-22,Northern Ireland,N92000002,1355,264803,11.0,2657.0
768,2021-10-21,Northern Ireland,N92000002,1051,263448,7.0,2646.0
769,2021-10-20,Northern Ireland,N92000002,1423,262397,3.0,2639.0
770,2021-10-19,Northern Ireland,N92000002,1367,260974,5.0,2636.0
771,2021-10-18,Northern Ireland,N92000002,1091,259607,9.0,2631.0
772,2021-10-17,Northern Ireland,N92000002,966,258516,2.0,2622.0
773,2021-10-16,Northern Ireland,N92000002,1218,257550,6.0,2620.0
774,2021-10-15,Northern Ireland,N92000002,1349,256332,4.0,2614.0
775,2021-10-14,Northern Ireland,N92000002,1304,254983,5.0,2610.0
776,2021-10-13,Northern Ireland,N92000002,1471,253679,5.0,2605.0
777,2021-10-12,Northern Ireland,N92000002,1278,252208,3.0,2600.0
778,2021-10-11,Northern Ireland,N92000002,1109,250930,5.0,2597.0
779,2021-10-10,Northern Ireland,N92000002,1115,249821,2.0,2592.0
780,2021-10-09,Northern Ireland,N92000002,1274,248706,5.0,2590.0
781,2021-10-08,Northern Ireland,N92000002,1276,247432,4.0,2585.0
782,2021-10-07,Northern Ireland,N92000002,1305,246156,3.0,2581.0
783,2021-10-06,Northern Ireland,N92000002,1339,244851,2.0,2578.0
784,2021-10-05,Northern Ireland,N92000002,1209,243512,3.0,2576.0
785,2021-10-04,Northern Ireland,N92000002,1080,242303,3.0,2573.0
786,2021-10-03,Northern Ireland,N92000002,892,241223,1.0,2570.0
787,2021-10-02,Northern Ireland,N92000002,992,240331,4.0,2569.0
788,2021-10-01,Northern Ireland,N92000002,1039,239339,2.0,2565.0
789,2021-09-30,Northern Ireland,N92000002,1163,238300,5.0,2563.0
790,2021-09-29,Northern Ireland,N92000002,1320,237137,3.0,2558.0
791,2021-09-28,Northern Ireland,N92000002,1078,235817,3.0,2555.0
792,2021-09-27,Northern Ireland,N92000002,903,234739,4.0,2552.0
793,2021-09-26,Northern Ireland,N92000002,1020,233836,4.0,2548.0
794,2021-09-25,Northern Ireland,N92000002,1120,232816,5.0,2544.0
795,2021-09-24,Northern Ireland,N92000002,1030,231696,6.0,2539.0
796,2021-09-23,Northern Ireland,N92000002,1165,230666,8.0,2533.0
797,2021-09-22,Northern Ireland,N92000002,1060,229501,9.0,2525.0
798,2021-09-21,Northern Ireland,N92000002,1145,228441,4.0,2516.0
799,2021-09-20,Northern Ireland,N92000002,1020,227296,4.0,2512.0
800,2021-09-19,Northern Ireland,N92000002,889,226276,5.0,2508.0
801,2021-09-18,Northern Ireland,N92000002,1072,225387,4.0,2503.0
802,2021-09-17,Northern Ireland,N92000002,1239,224315,10.0,2499.0
803,2021-09-16,Northern Ireland,N92000002,1071,223076,7.0,2489.0
804,2021-09-15,Northern Ireland,N92000002,1304,222005,3.0,2482.0
805,2021-09-14,Northern Ireland,N92000002,1590,220701,10.0,2479.0
806,2021-09-13,Northern Ireland,N92000002,1199,219111,10.0,2469.0
807,2021-09-12,Northern Ireland,N92000002,1031,217912,8.0,2459.0
808,2021-09-11,Northern Ireland,N92000002,1424,216881,6.0,2451.0
809,2021-09-10,Northern Ireland,N92000002,1687,215457,1.0,2445.0
810,2021-09-09,Northern Ireland,N92000002,1831,213770,6.0,2444.0
811,2021-09-08,Northern Ireland,N92000002,1210,211939,10.0,2438.0
812,2021-09-07,Northern Ireland,N92000002,1748,210729,5.0,2428.0
813,2021-09-06,Northern Ireland,N92000002,1764,208981,4.0,2423.0
814,2021-09-05,Northern Ireland,N92000002,1232,207217,13.0,2419.0
815,2021-09-04,Northern Ireland,N92000002,1812,205985,7.0,2406.0
816,2021-09-03,Northern Ireland,N92000002,1248,204173,6.0,2399.0
817,2021-09-02,Northern Ireland,N92000002,793,202925,8.0,2393.0
818,2021-09-01,Northern Ireland,N92000002,1472,202132,13.0,2385.0
819,2021-08-31,Northern Ireland,N92000002,1313,200660,7.0,2372.0
820,2021-08-30,Northern Ireland,N92000002,1259,199347,7.0,2365.0
821,2021-08-29,Northern Ireland,N92000002,1225,198088,8.0,2358.0
822,2021-08-28,Northern Ireland,N92000002,1430,196863,10.0,2350.0
823,2021-08-27,Northern Ireland,N92000002,1875,195433,5.0,2340.0
824,2021-08-26,Northern Ireland,N92000002,1550,193558,5.0,2335.0
825,2021-08-25,Northern Ireland,N92000002,1771,192008,4.0,2330.0
826,2021-08-24,Northern Ireland,N92000002,1648,190237,5.0,2326.0
827,2021-08-23,Northern Ireland,N92000002,1320,188589,8.0,2321.0
828,2021-08-22,Northern Ireland,N92000002,1485,187269,10.0,2313.0
829,2021-08-21,Northern Ireland,N92000002,1612,185784,12.0,2303.0
830,2021-08-20,Northern Ireland,N92000002,2397,184172,5.0,2291.0
831,2021-08-19,Northern Ireland,N92000002,1963,181775,7.0,2286.0
832,2021-08-18,Northern Ireland,N92000002,1345,179812,11.0,2279.0
833,2021-08-17,Northern Ireland,N92000002,1564,178467,7.0,2268.0
834,2021-08-16,Northern Ireland,N92000002,1306,176903,4.0,2261.0
835,2021-08-15,Northern Ireland,N92000002,1294,175597,2.0,2257.0
836,2021-08-14,Northern Ireland,N92000002,1437,174303,4.0,2255.0
837,2021-08-13,Northern Ireland,N92000002,1389,172866,6.0,2251.0
838,2021-08-12,Northern Ireland,N92000002,1610,171477,6.0,2245.0
839,2021-08-11,Northern Ireland,N92000002,1467,169867,5.0,2239.0
840,2021-08-10,Northern Ireland,N92000002,1305,168400,3.0,2234.0
841,2021-08-09,Northern Ireland,N92000002,1031,167095,3.0,2231.0
842,2021-08-08,Northern Ireland,N92000002,1129,166064,8.0,2228.0
843,2021-08-07,Northern Ireland,N92000002,1349,164935,3.0,2220.0
844,2021-08-06,Northern Ireland,N92000002,1434,163586,5.0,2217.0
845,2021-08-05,Northern Ireland,N92000002,1641,162152,4.0,2212.0
846,2021-08-04,Northern Ireland,N92000002,1040,160511,3.0,2208.0
847,2021-08-03,Northern Ireland,N92000002,1082,159471,1.0,2205.0
848,2021-08-02,Northern Ireland,N92000002,872,158389,3.0,2204.0
849,2021-08-01,Northern Ireland,N92000002,1072,157517,7.0,2201.0
850,2021-07-31,Northern Ireland,N92000002,1177,156445,5.0,2194.0
851,2021-07-30,Northern Ireland,N92000002,1101,155268,5.0,2189.0
852,2021-07-29,Northern Ireland,N92000002,1471,154167,6.0,2184.0
853,2021-07-28,Northern Ireland,N92000002,1600,152696,3.0,2178.0
854,2021-07-27,Northern Ireland,N92000002,1473,151096,2.0,2175.0
855,2021-07-26,Northern Ireland,N92000002,639,149623,0.0,2173.0
856,2021-07-25,Northern Ireland,N92000002,1264,148984,1.0,2173.0
857,2021-07-24,Northern Ireland,N92000002,1520,147720,2.0,2172.0
858,2021-07-23,Northern Ireland,N92000002,1337,146200,2.0,2170.0
859,2021-07-22,Northern Ireland,N92000002,1430,144863,2.0,2168.0
860,2021-07-21,Northern Ireland,N92000002,1973,143433,1.0,2166.0
861,2021-07-20,Northern Ireland,N92000002,1138,141460,1.0,2165.0
862,2021-07-19,Northern Ireland,N92000002,1776,140322,1.0,2164.0
863,2021-07-18,Northern Ireland,N92000002,537,138546,1.0,2163.0
864,2021-07-17,Northern Ireland,N92000002,1402,138009,0.0,2162.0
865,2021-07-16,Northern Ireland,N92000002,1380,136607,3.0,2162.0
866,2021-07-15,Northern Ireland,N92000002,1083,135227,0.0,2159.0
867,2021-07-14,Northern Ireland,N92000002,636,134144,0.0,2159.0
868,2021-07-13,Northern Ireland,N92000002,511,133508,0.0,2159.0
869,2021-07-12,Northern Ireland,N92000002,528,132997,0.0,2159.0
870,2021-07-11,Northern Ireland,N92000002,605,132469,1.0,2159.0
871,2021-07-10,Northern Ireland,N92000002,445,131864,1.0,2158.0
872,2021-07-09,Northern Ireland,N92000002,605,131419,1.0,2157.0
873,2021-07-08,Northern Ireland,N92000002,627,130814,0.0,2156.0
874,2021-07-07,Northern Ireland,N92000002,570,130187,0.0,2156.0
875,2021-07-06,Northern Ireland,N92000002,417,129617,0.0,2156.0
876,2021-07-05,Northern Ireland,N92000002,420,129200,0.0,2156.0
877,2021-07-04,Northern Ireland,N92000002,533,128780,0.0,2156.0
878,2021-07-03,Northern Ireland,N92000002,460,128247,0.0,2156.0
879,2021-07-02,Northern Ireland,N92000002,339,127787,0.0,2156.0
880,2021-07-01,Northern Ireland,N92000002,326,127448,1.0,2156.0
881,2021-06-30,Northern Ireland,N92000002,375,127122,0.0,2155.0
882,2021-06-29,Northern Ireland,N92000002,278,126747,0.0,2155.0
883,2021-06-28,Northern Ireland,N92000002,211,126469,0.0,2155.0
884,2021-06-27,Northern Ireland,N92000002,261,126258,0.0,2155.0
885,2021-06-26,Northern Ireland,N92000002,298,125997,0.0,2155.0
886,2021-06-25,Northern Ireland,N92000002,229,125699,0.0,2155.0
887,2021-06-24,Northern Ireland,N92000002,198,125470,0.0,2155.0
888,2021-06-23,Northern Ireland,N92000002,188,125272,0.0,2155.0
889,2021-06-22,Northern Ireland,N92000002,187,125084,0.0,2155.0
890,2021-06-21,Northern Ireland,N92000002,133,124897,0.0,2155.0
891,2021-06-20,Northern Ireland,N92000002,125,124764,0.0,2155.0
892,2021-06-19,Northern Ireland,N92000002,158,124639,0.0,2155.0
893,2021-06-18,Northern Ireland,N92000002,178,124481,0.0,2155.0
894,2021-06-17,Northern Ireland,N92000002,179,124303,0.0,2155.0
895,2021-06-16,Northern Ireland,N92000002,143,124124,0.0,2155.0
896,2021-06-15,Northern Ireland,N92000002,115,123981,0.0,2155.0
897,2021-06-14,Northern Ireland,N92000002,87,123866,0.0,2155.0
898,2021-06-13,Northern Ireland,N92000002,70,123779,0.0,2155.0
899,2021-06-12,Northern Ireland,N92000002,107,123709,0.0,2155.0
900,2021-06-11,Northern Ireland,N92000002,121,123602,0.0,2155.0
901,2021-06-10,Northern Ireland,N92000002,109,123481,0.0,2155.0
902,2021-06-09,Northern Ireland,N92000002,105,123372,0.0,2155.0
903,2021-06-08,Northern Ireland,N92000002,81,123267,1.0,2155.0
904,2021-06-07,Northern Ireland,N92000002,54,123186,0.0,2154.0
905,2021-06-06,Northern Ireland,N92000002,69,123132,0.0,2154.0
906,2021-06-05,Northern Ireland,N92000002,95,123063,0.0,2154.0
907,2021-06-04,Northern Ireland,N92000002,73,122968,0.0,2154.0
908,2021-06-03,Northern Ireland,N92000002,80,122895,0.0,2154.0
909,2021-06-02,Northern Ireland,N92000002,84,122815,0.0,2154.0
910,2021-06-01,Northern Ireland,N92000002,54,122731,1.0,2154.0
911,2021-05-31,Northern Ireland,N92000002,39,122677,0.0,2153.0
912,2021-05-30,Northern Ireland,N92000002,63,122638,0.0,2153.0
913,2021-05-29,Northern Ireland,N92000002,68,122575,0.0,2153.0
914,2021-05-28,Northern Ireland,N92000002,75,122507,1.0,2153.0
915,2021-05-27,Northern Ireland,N92000002,84,122432,0.0,2152.0
916,2021-05-26,Northern Ireland,N92000002,66,122348,0.0,2152.0
917,2021-05-25,Northern Ireland,N92000002,75,122282,0.0,2152.0
918,2021-05-24,Northern Ireland,N92000002,53,122207,0.0,2152.0
919,2021-05-23,Northern Ireland,N92000002,77,122154,0.0,2152.0
920,2021-05-22,Northern Ireland,N92000002,82,122077,0.0,2152.0
921,2021-05-21,Northern Ireland,N92000002,84,121995,0.0,2152.0
922,2021-05-20,Northern Ireland,N92000002,90,121911,0.0,2152.0
923,2021-05-19,Northern Ireland,N92000002,107,121821,0.0,2152.0
924,2021-05-18,Northern Ireland,N92000002,104,121714,1.0,2152.0
925,2021-05-17,Northern Ireland,N92000002,82,121610,0.0,2151.0
926,2021-05-16,Northern Ireland,N92000002,109,121528,2.0,2151.0
927,2021-05-15,Northern Ireland,N92000002,0,121419,0.0,2149.0
928,2021-05-14,Northern Ireland,N92000002,96,121419,0.0,2149.0
929,2021-05-13,Northern Ireland,N92000002,99,121323,1.0,2149.0
930,2021-05-12,Northern Ireland,N92000002,113,121224,0.0,2148.0
